location,hits,keyword,geo,gprop,year,month
Oregon,63,Bitcoin,US,web,2019,7
Oregon,72,Bitcoin,US,web,2019,8
Oregon,76,Bitcoin,US,web,2019,9
Oregon,76,Bitcoin,US,web,2019,10
Oregon,81,Bitcoin,US,web,2019,11
Oregon,78,Bitcoin,US,web,2019,12
Oregon,76,Bitcoin,US,web,2020,1
Oregon,68,Bitcoin,US,web,2020,2
Oregon,67,Bitcoin,US,web,2020,3
Oregon,69,Bitcoin,US,web,2020,4
Oregon,63,Bitcoin,US,web,2020,5
Oregon,68,Bitcoin,US,web,2020,6
Oregon,80,Bitcoin,US,web,2020,7
Oregon,63,Bitcoin,US,web,2020,8
Oregon,72,Bitcoin,US,web,2020,9
Oregon,58,Bitcoin,US,web,2020,10
Oregon,65,Bitcoin,US,web,2020,11
Oregon,64,Bitcoin,US,web,2020,12
Oregon,61,Bitcoin,US,web,2021,1
Oregon,60,Bitcoin,US,web,2021,2
Oregon,61,Bitcoin,US,web,2021,3
Oregon,58,Bitcoin,US,web,2021,4
Oregon,57,Bitcoin,US,web,2021,5
Oregon,60,Bitcoin,US,web,2021,6
Oregon,63,Bitcoin,US,web,2021,7
Oregon,67,Bitcoin,US,web,2021,8
Oregon,63,Bitcoin,US,web,2021,9
Oregon,65,Bitcoin,US,web,2021,10
Oregon,68,Bitcoin,US,web,2021,11
Oregon,67,Bitcoin,US,web,2021,12
Pennsylvania,42,Bitcoin,US,web,2016,1
Pennsylvania,46,Bitcoin,US,web,2016,2
Pennsylvania,64,Bitcoin,US,web,2016,3
Pennsylvania,47,Bitcoin,US,web,2016,4
Pennsylvania,55,Bitcoin,US,web,2016,5
Pennsylvania,55,Bitcoin,US,web,2016,6
Pennsylvania,46,Bitcoin,US,web,2016,7
Pennsylvania,67,Bitcoin,US,web,2016,8
Pennsylvania,58,Bitcoin,US,web,2016,9
Pennsylvania,69,Bitcoin,US,web,2016,10
Pennsylvania,57,Bitcoin,US,web,2016,11
Pennsylvania,50,Bitcoin,US,web,2016,12
Pennsylvania,52,Bitcoin,US,web,2017,1
Pennsylvania,65,Bitcoin,US,web,2017,2
Pennsylvania,59,Bitcoin,US,web,2017,3
Pennsylvania,55,Bitcoin,US,web,2017,4
Pennsylvania,43,Bitcoin,US,web,2017,5
Pennsylvania,53,Bitcoin,US,web,2017,6
Pennsylvania,49,Bitcoin,US,web,2017,7
Pennsylvania,48,Bitcoin,US,web,2017,8
Pennsylvania,46,Bitcoin,US,web,2017,9
Pennsylvania,45,Bitcoin,US,web,2017,10
Pennsylvania,61,Bitcoin,US,web,2017,11
Pennsylvania,66,Bitcoin,US,web,2017,12
Pennsylvania,59,Bitcoin,US,web,2018,1
Pennsylvania,50,Bitcoin,US,web,2018,2
Pennsylvania,44,Bitcoin,US,web,2018,3
Pennsylvania,46,Bitcoin,US,web,2018,4
Pennsylvania,52,Bitcoin,US,web,2018,5
Pennsylvania,51,Bitcoin,US,web,2018,6
Pennsylvania,50,Bitcoin,US,web,2018,7
Pennsylvania,51,Bitcoin,US,web,2018,8
Pennsylvania,55,Bitcoin,US,web,2018,9
Pennsylvania,59,Bitcoin,US,web,2018,10
Pennsylvania,49,Bitcoin,US,web,2018,11
Pennsylvania,53,Bitcoin,US,web,2018,12
Pennsylvania,58,Bitcoin,US,web,2019,1
Pennsylvania,63,Bitcoin,US,web,2019,2
Pennsylvania,58,Bitcoin,US,web,2019,3
Pennsylvania,51,Bitcoin,US,web,2019,4
Pennsylvania,50,Bitcoin,US,web,2019,5
Pennsylvania,47,Bitcoin,US,web,2019,6
Pennsylvania,52,Bitcoin,US,web,2019,7
Pennsylvania,57,Bitcoin,US,web,2019,8
Pennsylvania,56,Bitcoin,US,web,2019,9
Pennsylvania,54,Bitcoin,US,web,2019,10
Pennsylvania,55,Bitcoin,US,web,2019,11
Pennsylvania,60,Bitcoin,US,web,2019,12
Pennsylvania,57,Bitcoin,US,web,2020,1
Pennsylvania,52,Bitcoin,US,web,2020,2
Pennsylvania,50,Bitcoin,US,web,2020,3
Pennsylvania,56,Bitcoin,US,web,2020,4
Pennsylvania,51,Bitcoin,US,web,2020,5
Pennsylvania,57,Bitcoin,US,web,2020,6
Pennsylvania,60,Bitcoin,US,web,2020,7
Pennsylvania,54,Bitcoin,US,web,2020,8
Pennsylvania,63,Bitcoin,US,web,2020,9
Pennsylvania,54,Bitcoin,US,web,2020,10
Pennsylvania,52,Bitcoin,US,web,2020,11
Pennsylvania,57,Bitcoin,US,web,2020,12
Pennsylvania,68,Bitcoin,US,web,2021,1
Pennsylvania,67,Bitcoin,US,web,2021,2
Pennsylvania,65,Bitcoin,US,web,2021,3
Pennsylvania,68,Bitcoin,US,web,2021,4
Pennsylvania,67,Bitcoin,US,web,2021,5
Pennsylvania,61,Bitcoin,US,web,2021,6
Pennsylvania,56,Bitcoin,US,web,2021,7
Pennsylvania,61,Bitcoin,US,web,2021,8
Pennsylvania,49,Bitcoin,US,web,2021,9
Pennsylvania,64,Bitcoin,US,web,2021,10
Pennsylvania,59,Bitcoin,US,web,2021,11
Pennsylvania,60,Bitcoin,US,web,2021,12
Rhode Island,33,Bitcoin,US,web,2016,1
Rhode Island,61,Bitcoin,US,web,2016,2
Rhode Island,66,Bitcoin,US,web,2016,3
Rhode Island,45,Bitcoin,US,web,2016,4
Rhode Island,41,Bitcoin,US,web,2016,5
Rhode Island,39,Bitcoin,US,web,2016,6
Rhode Island,34,Bitcoin,US,web,2016,7
Rhode Island,47,Bitcoin,US,web,2016,8
Rhode Island,25,Bitcoin,US,web,2016,9
Rhode Island,74,Bitcoin,US,web,2016,10
Rhode Island,41,Bitcoin,US,web,2016,11
Rhode Island,51,Bitcoin,US,web,2016,12
Rhode Island,60,Bitcoin,US,web,2017,1
Rhode Island,83,Bitcoin,US,web,2017,2
Rhode Island,83,Bitcoin,US,web,2017,3
Rhode Island,68,Bitcoin,US,web,2017,4
Rhode Island,44,Bitcoin,US,web,2017,5
Rhode Island,54,Bitcoin,US,web,2017,6
Rhode Island,38,Bitcoin,US,web,2017,7
Rhode Island,47,Bitcoin,US,web,2017,8
Rhode Island,44,Bitcoin,US,web,2017,9
Rhode Island,48,Bitcoin,US,web,2017,10
Rhode Island,51,Bitcoin,US,web,2017,11
Rhode Island,60,Bitcoin,US,web,2017,12
Rhode Island,50,Bitcoin,US,web,2018,1
Rhode Island,46,Bitcoin,US,web,2018,2
Rhode Island,51,Bitcoin,US,web,2018,3
Rhode Island,51,Bitcoin,US,web,2018,4
Rhode Island,49,Bitcoin,US,web,2018,5
Rhode Island,49,Bitcoin,US,web,2018,6
Rhode Island,50,Bitcoin,US,web,2018,7
Rhode Island,57,Bitcoin,US,web,2018,8
Rhode Island,41,Bitcoin,US,web,2018,9
Rhode Island,46,Bitcoin,US,web,2018,10
Rhode Island,56,Bitcoin,US,web,2018,11
Rhode Island,49,Bitcoin,US,web,2018,12
Rhode Island,57,Bitcoin,US,web,2019,1
Rhode Island,58,Bitcoin,US,web,2019,2
Rhode Island,76,Bitcoin,US,web,2019,3
Rhode Island,49,Bitcoin,US,web,2019,4
Rhode Island,64,Bitcoin,US,web,2019,5
Rhode Island,60,Bitcoin,US,web,2019,6
Rhode Island,53,Bitcoin,US,web,2019,7
Rhode Island,58,Bitcoin,US,web,2019,8
Rhode Island,68,Bitcoin,US,web,2019,9
Rhode Island,50,Bitcoin,US,web,2019,10
Rhode Island,64,Bitcoin,US,web,2019,11
Rhode Island,67,Bitcoin,US,web,2019,12
Rhode Island,57,Bitcoin,US,web,2020,1
Rhode Island,55,Bitcoin,US,web,2020,2
Rhode Island,56,Bitcoin,US,web,2020,3
Rhode Island,62,Bitcoin,US,web,2020,4
Rhode Island,50,Bitcoin,US,web,2020,5
Rhode Island,60,Bitcoin,US,web,2020,6
Rhode Island,53,Bitcoin,US,web,2020,7
Rhode Island,50,Bitcoin,US,web,2020,8
Rhode Island,53,Bitcoin,US,web,2020,9
Rhode Island,59,Bitcoin,US,web,2020,10
Rhode Island,59,Bitcoin,US,web,2020,11
Rhode Island,55,Bitcoin,US,web,2020,12
Rhode Island,62,Bitcoin,US,web,2021,1
Rhode Island,64,Bitcoin,US,web,2021,2
Rhode Island,57,Bitcoin,US,web,2021,3
Rhode Island,63,Bitcoin,US,web,2021,4
Rhode Island,62,Bitcoin,US,web,2021,5
Rhode Island,60,Bitcoin,US,web,2021,6
Rhode Island,68,Bitcoin,US,web,2021,7
Rhode Island,71,Bitcoin,US,web,2021,8
Rhode Island,65,Bitcoin,US,web,2021,9
Rhode Island,75,Bitcoin,US,web,2021,10
Rhode Island,64,Bitcoin,US,web,2021,11
Rhode Island,73,Bitcoin,US,web,2021,12
South Carolina,30,Bitcoin,US,web,2016,1
South Carolina,52,Bitcoin,US,web,2016,2
South Carolina,47,Bitcoin,US,web,2016,3
South Carolina,46,Bitcoin,US,web,2016,4
South Carolina,32,Bitcoin,US,web,2016,5
South Carolina,40,Bitcoin,US,web,2016,6
South Carolina,38,Bitcoin,US,web,2016,7
South Carolina,41,Bitcoin,US,web,2016,8
South Carolina,56,Bitcoin,US,web,2016,9
South Carolina,51,Bitcoin,US,web,2016,10
South Carolina,40,Bitcoin,US,web,2016,11
South Carolina,37,Bitcoin,US,web,2016,12
South Carolina,42,Bitcoin,US,web,2017,1
South Carolina,44,Bitcoin,US,web,2017,2
South Carolina,38,Bitcoin,US,web,2017,3
South Carolina,44,Bitcoin,US,web,2017,4
South Carolina,35,Bitcoin,US,web,2017,5
South Carolina,40,Bitcoin,US,web,2017,6
South Carolina,31,Bitcoin,US,web,2017,7
South Carolina,37,Bitcoin,US,web,2017,8
South Carolina,30,Bitcoin,US,web,2017,9
South Carolina,35,Bitcoin,US,web,2017,10
South Carolina,36,Bitcoin,US,web,2017,11
South Carolina,40,Bitcoin,US,web,2017,12
South Carolina,35,Bitcoin,US,web,2018,1
South Carolina,31,Bitcoin,US,web,2018,2
South Carolina,34,Bitcoin,US,web,2018,3
South Carolina,37,Bitcoin,US,web,2018,4
South Carolina,42,Bitcoin,US,web,2018,5
South Carolina,38,Bitcoin,US,web,2018,6
South Carolina,33,Bitcoin,US,web,2018,7
South Carolina,39,Bitcoin,US,web,2018,8
South Carolina,30,Bitcoin,US,web,2018,9
South Carolina,42,Bitcoin,US,web,2018,10
South Carolina,33,Bitcoin,US,web,2018,11
South Carolina,39,Bitcoin,US,web,2018,12
South Carolina,45,Bitcoin,US,web,2019,1
South Carolina,43,Bitcoin,US,web,2019,2
South Carolina,42,Bitcoin,US,web,2019,3
South Carolina,40,Bitcoin,US,web,2019,4
South Carolina,41,Bitcoin,US,web,2019,5
South Carolina,38,Bitcoin,US,web,2019,6
South Carolina,40,Bitcoin,US,web,2019,7
South Carolina,41,Bitcoin,US,web,2019,8
South Carolina,43,Bitcoin,US,web,2019,9
South Carolina,43,Bitcoin,US,web,2019,10
South Carolina,40,Bitcoin,US,web,2019,11
South Carolina,44,Bitcoin,US,web,2019,12
South Carolina,36,Bitcoin,US,web,2020,1
South Carolina,45,Bitcoin,US,web,2020,2
South Carolina,43,Bitcoin,US,web,2020,3
South Carolina,51,Bitcoin,US,web,2020,4
South Carolina,51,Bitcoin,US,web,2020,5
South Carolina,62,Bitcoin,US,web,2020,6
South Carolina,63,Bitcoin,US,web,2020,7
South Carolina,52,Bitcoin,US,web,2020,8
South Carolina,62,Bitcoin,US,web,2020,9
South Carolina,54,Bitcoin,US,web,2020,10
South Carolina,48,Bitcoin,US,web,2020,11
South Carolina,44,Bitcoin,US,web,2020,12
South Carolina,41,Bitcoin,US,web,2021,1
South Carolina,42,Bitcoin,US,web,2021,2
South Carolina,40,Bitcoin,US,web,2021,3
South Carolina,41,Bitcoin,US,web,2021,4
South Carolina,41,Bitcoin,US,web,2021,5
South Carolina,44,Bitcoin,US,web,2021,6
South Carolina,52,Bitcoin,US,web,2021,7
South Carolina,49,Bitcoin,US,web,2021,8
South Carolina,46,Bitcoin,US,web,2021,9
South Carolina,52,Bitcoin,US,web,2021,10
South Carolina,50,Bitcoin,US,web,2021,11
South Carolina,47,Bitcoin,US,web,2021,12
South Dakota,28,Bitcoin,US,web,2016,1
South Dakota,24,Bitcoin,US,web,2016,2
South Dakota,49,Bitcoin,US,web,2016,3
South Dakota,41,Bitcoin,US,web,2016,4
South Dakota,25,Bitcoin,US,web,2016,5
South Dakota,62,Bitcoin,US,web,2016,6
South Dakota,27,Bitcoin,US,web,2016,7
South Dakota,36,Bitcoin,US,web,2016,8
South Dakota,77,Bitcoin,US,web,2016,9
South Dakota,54,Bitcoin,US,web,2016,10
South Dakota,44,Bitcoin,US,web,2016,11
South Dakota,33,Bitcoin,US,web,2016,12
South Dakota,26,Bitcoin,US,web,2017,1
South Dakota,81,Bitcoin,US,web,2017,2
South Dakota,26,Bitcoin,US,web,2017,3
South Dakota,36,Bitcoin,US,web,2017,4
South Dakota,28,Bitcoin,US,web,2017,5
South Dakota,26,Bitcoin,US,web,2017,6
South Dakota,23,Bitcoin,US,web,2017,7
South Dakota,37,Bitcoin,US,web,2017,8
South Dakota,32,Bitcoin,US,web,2017,9
South Dakota,46,Bitcoin,US,web,2017,10
South Dakota,41,Bitcoin,US,web,2017,11
South Dakota,45,Bitcoin,US,web,2017,12
South Dakota,44,Bitcoin,US,web,2018,1
South Dakota,39,Bitcoin,US,web,2018,2
South Dakota,36,Bitcoin,US,web,2018,3
South Dakota,39,Bitcoin,US,web,2018,4
South Dakota,38,Bitcoin,US,web,2018,5
South Dakota,39,Bitcoin,US,web,2018,6
South Dakota,34,Bitcoin,US,web,2018,7
South Dakota,42,Bitcoin,US,web,2018,8
South Dakota,37,Bitcoin,US,web,2018,9
South Dakota,65,Bitcoin,US,web,2018,10
South Dakota,49,Bitcoin,US,web,2018,11
South Dakota,38,Bitcoin,US,web,2018,12
South Dakota,43,Bitcoin,US,web,2019,1
South Dakota,34,Bitcoin,US,web,2019,2
South Dakota,42,Bitcoin,US,web,2019,3
South Dakota,42,Bitcoin,US,web,2019,4
South Dakota,40,Bitcoin,US,web,2019,5
South Dakota,52,Bitcoin,US,web,2019,6
South Dakota,36,Bitcoin,US,web,2019,7
South Dakota,44,Bitcoin,US,web,2019,8
South Dakota,41,Bitcoin,US,web,2019,9
South Dakota,60,Bitcoin,US,web,2019,10
South Dakota,62,Bitcoin,US,web,2019,11
South Dakota,56,Bitcoin,US,web,2019,12
South Dakota,42,Bitcoin,US,web,2020,1
South Dakota,46,Bitcoin,US,web,2020,2
South Dakota,38,Bitcoin,US,web,2020,3
South Dakota,38,Bitcoin,US,web,2020,4
South Dakota,49,Bitcoin,US,web,2020,5
South Dakota,41,Bitcoin,US,web,2020,6
South Dakota,61,Bitcoin,US,web,2020,7
South Dakota,59,Bitcoin,US,web,2020,8
South Dakota,44,Bitcoin,US,web,2020,9
South Dakota,34,Bitcoin,US,web,2020,10
South Dakota,47,Bitcoin,US,web,2020,11
South Dakota,41,Bitcoin,US,web,2020,12
South Dakota,52,Bitcoin,US,web,2021,1
South Dakota,54,Bitcoin,US,web,2021,2
South Dakota,49,Bitcoin,US,web,2021,3
South Dakota,56,Bitcoin,US,web,2021,4
South Dakota,52,Bitcoin,US,web,2021,5
South Dakota,51,Bitcoin,US,web,2021,6
South Dakota,53,Bitcoin,US,web,2021,7
South Dakota,55,Bitcoin,US,web,2021,8
South Dakota,56,Bitcoin,US,web,2021,9
South Dakota,58,Bitcoin,US,web,2021,10
South Dakota,47,Bitcoin,US,web,2021,11
South Dakota,53,Bitcoin,US,web,2021,12
Tennessee,34,Bitcoin,US,web,2016,1
Tennessee,38,Bitcoin,US,web,2016,2
Tennessee,52,Bitcoin,US,web,2016,3
Tennessee,40,Bitcoin,US,web,2016,4
Tennessee,41,Bitcoin,US,web,2016,5
Tennessee,49,Bitcoin,US,web,2016,6
Tennessee,49,Bitcoin,US,web,2016,7
Tennessee,59,Bitcoin,US,web,2016,8
Tennessee,43,Bitcoin,US,web,2016,9
Tennessee,51,Bitcoin,US,web,2016,10
Tennessee,46,Bitcoin,US,web,2016,11
Tennessee,39,Bitcoin,US,web,2016,12
Tennessee,43,Bitcoin,US,web,2017,1
Tennessee,60,Bitcoin,US,web,2017,2
Tennessee,48,Bitcoin,US,web,2017,3
Tennessee,51,Bitcoin,US,web,2017,4
Tennessee,32,Bitcoin,US,web,2017,5
Tennessee,43,Bitcoin,US,web,2017,6
Tennessee,39,Bitcoin,US,web,2017,7
Tennessee,39,Bitcoin,US,web,2017,8
Tennessee,36,Bitcoin,US,web,2017,9
Tennessee,39,Bitcoin,US,web,2017,10
Tennessee,38,Bitcoin,US,web,2017,11
Tennessee,49,Bitcoin,US,web,2017,12
Tennessee,34,Bitcoin,US,web,2018,1
Tennessee,32,Bitcoin,US,web,2018,2
Tennessee,40,Bitcoin,US,web,2018,3
Tennessee,41,Bitcoin,US,web,2018,4
Tennessee,42,Bitcoin,US,web,2018,5
Tennessee,41,Bitcoin,US,web,2018,6
Tennessee,37,Bitcoin,US,web,2018,7
Tennessee,38,Bitcoin,US,web,2018,8
Tennessee,43,Bitcoin,US,web,2018,9
Tennessee,46,Bitcoin,US,web,2018,10
Tennessee,40,Bitcoin,US,web,2018,11
Tennessee,39,Bitcoin,US,web,2018,12
Tennessee,48,Bitcoin,US,web,2019,1
Tennessee,43,Bitcoin,US,web,2019,2
Tennessee,43,Bitcoin,US,web,2019,3
Tennessee,45,Bitcoin,US,web,2019,4
Tennessee,41,Bitcoin,US,web,2019,5
Tennessee,40,Bitcoin,US,web,2019,6
Tennessee,40,Bitcoin,US,web,2019,7
Tennessee,47,Bitcoin,US,web,2019,8
Tennessee,47,Bitcoin,US,web,2019,9
Tennessee,49,Bitcoin,US,web,2019,10
Tennessee,46,Bitcoin,US,web,2019,11
Tennessee,51,Bitcoin,US,web,2019,12
Tennessee,45,Bitcoin,US,web,2020,1
Tennessee,45,Bitcoin,US,web,2020,2
Tennessee,43,Bitcoin,US,web,2020,3
Tennessee,49,Bitcoin,US,web,2020,4
Tennessee,49,Bitcoin,US,web,2020,5
Tennessee,51,Bitcoin,US,web,2020,6
Tennessee,54,Bitcoin,US,web,2020,7
Tennessee,50,Bitcoin,US,web,2020,8
Tennessee,55,Bitcoin,US,web,2020,9
Tennessee,47,Bitcoin,US,web,2020,10
Tennessee,51,Bitcoin,US,web,2020,11
Tennessee,41,Bitcoin,US,web,2020,12
Tennessee,43,Bitcoin,US,web,2021,1
Tennessee,41,Bitcoin,US,web,2021,2
Tennessee,38,Bitcoin,US,web,2021,3
Tennessee,40,Bitcoin,US,web,2021,4
Tennessee,39,Bitcoin,US,web,2021,5
Tennessee,40,Bitcoin,US,web,2021,6
Tennessee,47,Bitcoin,US,web,2021,7
Tennessee,49,Bitcoin,US,web,2021,8
Tennessee,44,Bitcoin,US,web,2021,9
Tennessee,46,Bitcoin,US,web,2021,10
Tennessee,46,Bitcoin,US,web,2021,11
Tennessee,45,Bitcoin,US,web,2021,12
Texas,36,Bitcoin,US,web,2016,1
Texas,46,Bitcoin,US,web,2016,2
Texas,56,Bitcoin,US,web,2016,3
Texas,48,Bitcoin,US,web,2016,4
Texas,45,Bitcoin,US,web,2016,5
Texas,52,Bitcoin,US,web,2016,6
Texas,48,Bitcoin,US,web,2016,7
Texas,54,Bitcoin,US,web,2016,8
Texas,57,Bitcoin,US,web,2016,9
Texas,56,Bitcoin,US,web,2016,10
Texas,45,Bitcoin,US,web,2016,11
Texas,47,Bitcoin,US,web,2016,12
Texas,49,Bitcoin,US,web,2017,1
Texas,60,Bitcoin,US,web,2017,2
Texas,53,Bitcoin,US,web,2017,3
Texas,56,Bitcoin,US,web,2017,4
Texas,52,Bitcoin,US,web,2017,5
Texas,51,Bitcoin,US,web,2017,6
Texas,43,Bitcoin,US,web,2017,7
Texas,58,Bitcoin,US,web,2017,8
Texas,54,Bitcoin,US,web,2017,9
Texas,60,Bitcoin,US,web,2017,10
Texas,61,Bitcoin,US,web,2017,11
Texas,67,Bitcoin,US,web,2017,12
Texas,64,Bitcoin,US,web,2018,1
Texas,58,Bitcoin,US,web,2018,2
Texas,58,Bitcoin,US,web,2018,3
Texas,55,Bitcoin,US,web,2018,4
Texas,56,Bitcoin,US,web,2018,5
Texas,50,Bitcoin,US,web,2018,6
Texas,48,Bitcoin,US,web,2018,7
Texas,51,Bitcoin,US,web,2018,8
Texas,45,Bitcoin,US,web,2018,9
Texas,47,Bitcoin,US,web,2018,10
Texas,41,Bitcoin,US,web,2018,11
Texas,43,Bitcoin,US,web,2018,12
Texas,45,Bitcoin,US,web,2019,1
Texas,51,Bitcoin,US,web,2019,2
Texas,52,Bitcoin,US,web,2019,3
Texas,45,Bitcoin,US,web,2019,4
Texas,54,Bitcoin,US,web,2019,5
Texas,58,Bitcoin,US,web,2019,6
Texas,55,Bitcoin,US,web,2019,7
Texas,48,Bitcoin,US,web,2019,8
Texas,45,Bitcoin,US,web,2019,9
Texas,49,Bitcoin,US,web,2019,10
Texas,49,Bitcoin,US,web,2019,11
Texas,51,Bitcoin,US,web,2019,12
Texas,52,Bitcoin,US,web,2020,1
Texas,54,Bitcoin,US,web,2020,2
Texas,62,Bitcoin,US,web,2020,3
Texas,61,Bitcoin,US,web,2020,4
Texas,67,Bitcoin,US,web,2020,5
Texas,62,Bitcoin,US,web,2020,6
Texas,69,Bitcoin,US,web,2020,7
Texas,62,Bitcoin,US,web,2020,8
Texas,55,Bitcoin,US,web,2020,9
Texas,49,Bitcoin,US,web,2020,10
Texas,62,Bitcoin,US,web,2020,11
Texas,60,Bitcoin,US,web,2020,12
Texas,59,Bitcoin,US,web,2021,1
Texas,59,Bitcoin,US,web,2021,2
Texas,59,Bitcoin,US,web,2021,3
Texas,63,Bitcoin,US,web,2021,4
Texas,61,Bitcoin,US,web,2021,5
Texas,60,Bitcoin,US,web,2021,6
Texas,65,Bitcoin,US,web,2021,7
Texas,65,Bitcoin,US,web,2021,8
Texas,64,Bitcoin,US,web,2021,9
Texas,67,Bitcoin,US,web,2021,10
Texas,66,Bitcoin,US,web,2021,11
Texas,64,Bitcoin,US,web,2021,12
Utah,53,Bitcoin,US,web,2016,1
Utah,77,Bitcoin,US,web,2016,2
Utah,86,Bitcoin,US,web,2016,3
Utah,68,Bitcoin,US,web,2016,4
Utah,60,Bitcoin,US,web,2016,5
Utah,76,Bitcoin,US,web,2016,6
Utah,48,Bitcoin,US,web,2016,7
Utah,81,Bitcoin,US,web,2016,8
Utah,64,Bitcoin,US,web,2016,9
Utah,73,Bitcoin,US,web,2016,10
Utah,57,Bitcoin,US,web,2016,11
Utah,67,Bitcoin,US,web,2016,12
Utah,77,Bitcoin,US,web,2017,1
Utah,81,Bitcoin,US,web,2017,2
Utah,79,Bitcoin,US,web,2017,3
Utah,75,Bitcoin,US,web,2017,4
Utah,63,Bitcoin,US,web,2017,5
Utah,68,Bitcoin,US,web,2017,6
Utah,75,Bitcoin,US,web,2017,7
Utah,64,Bitcoin,US,web,2017,8
Utah,64,Bitcoin,US,web,2017,9
Utah,69,Bitcoin,US,web,2017,10
Utah,67,Bitcoin,US,web,2017,11
Utah,80,Bitcoin,US,web,2017,12
Utah,66,Bitcoin,US,web,2018,1
Utah,65,Bitcoin,US,web,2018,2
Utah,66,Bitcoin,US,web,2018,3
Utah,62,Bitcoin,US,web,2018,4
Utah,68,Bitcoin,US,web,2018,5
Utah,66,Bitcoin,US,web,2018,6
Utah,76,Bitcoin,US,web,2018,7
Utah,79,Bitcoin,US,web,2018,8
Utah,77,Bitcoin,US,web,2018,9
Utah,79,Bitcoin,US,web,2018,10
Utah,72,Bitcoin,US,web,2018,11
Utah,76,Bitcoin,US,web,2018,12
Utah,80,Bitcoin,US,web,2019,1
Utah,75,Bitcoin,US,web,2019,2
Utah,83,Bitcoin,US,web,2019,3
Utah,69,Bitcoin,US,web,2019,4
Utah,77,Bitcoin,US,web,2019,5
Utah,73,Bitcoin,US,web,2019,6
Utah,73,Bitcoin,US,web,2019,7
Utah,79,Bitcoin,US,web,2019,8
Utah,78,Bitcoin,US,web,2019,9
Utah,89,Bitcoin,US,web,2019,10
Utah,94,Bitcoin,US,web,2019,11
Utah,77,Bitcoin,US,web,2019,12
Utah,72,Bitcoin,US,web,2020,1
Utah,67,Bitcoin,US,web,2020,2
Utah,70,Bitcoin,US,web,2020,3
Utah,74,Bitcoin,US,web,2020,4
Utah,73,Bitcoin,US,web,2020,5
Utah,65,Bitcoin,US,web,2020,6
Utah,67,Bitcoin,US,web,2020,7
Utah,61,Bitcoin,US,web,2020,8
Utah,71,Bitcoin,US,web,2020,9
Utah,65,Bitcoin,US,web,2020,10
Utah,66,Bitcoin,US,web,2020,11
Utah,62,Bitcoin,US,web,2020,12
Utah,62,Bitcoin,US,web,2021,1
Utah,64,Bitcoin,US,web,2021,2
Utah,64,Bitcoin,US,web,2021,3
Utah,62,Bitcoin,US,web,2021,4
Utah,59,Bitcoin,US,web,2021,5
Utah,59,Bitcoin,US,web,2021,6
Utah,65,Bitcoin,US,web,2021,7
Utah,66,Bitcoin,US,web,2021,8
Utah,62,Bitcoin,US,web,2021,9
Utah,68,Bitcoin,US,web,2021,10
Utah,60,Bitcoin,US,web,2021,11
Utah,64,Bitcoin,US,web,2021,12
Vermont,59,Bitcoin,US,web,2016,1
Vermont,41,Bitcoin,US,web,2016,2
Vermont,68,Bitcoin,US,web,2016,3
Vermont,49,Bitcoin,US,web,2016,4
Vermont,55,Bitcoin,US,web,2016,5
Vermont,64,Bitcoin,US,web,2016,6
Vermont,68,Bitcoin,US,web,2016,7
Vermont,100,Bitcoin,US,web,2016,8
Vermont,71,Bitcoin,US,web,2016,9
Vermont,60,Bitcoin,US,web,2016,10
Vermont,81,Bitcoin,US,web,2016,11
Vermont,43,Bitcoin,US,web,2016,12
Vermont,63,Bitcoin,US,web,2017,1
Vermont,65,Bitcoin,US,web,2017,2
Vermont,54,Bitcoin,US,web,2017,3
Vermont,50,Bitcoin,US,web,2017,4
Vermont,45,Bitcoin,US,web,2017,5
Vermont,51,Bitcoin,US,web,2017,6
Vermont,56,Bitcoin,US,web,2017,7
Vermont,51,Bitcoin,US,web,2017,8
Vermont,50,Bitcoin,US,web,2017,9
Vermont,60,Bitcoin,US,web,2017,10
Vermont,52,Bitcoin,US,web,2017,11
Vermont,48,Bitcoin,US,web,2017,12
Vermont,48,Bitcoin,US,web,2018,1
Vermont,45,Bitcoin,US,web,2018,2
Vermont,50,Bitcoin,US,web,2018,3
Vermont,47,Bitcoin,US,web,2018,4
Vermont,61,Bitcoin,US,web,2018,5
Vermont,56,Bitcoin,US,web,2018,6
Vermont,49,Bitcoin,US,web,2018,7
Vermont,55,Bitcoin,US,web,2018,8
Vermont,56,Bitcoin,US,web,2018,9
Vermont,64,Bitcoin,US,web,2018,10
Vermont,50,Bitcoin,US,web,2018,11
Vermont,61,Bitcoin,US,web,2018,12
Vermont,67,Bitcoin,US,web,2019,1
Vermont,69,Bitcoin,US,web,2019,2
Vermont,55,Bitcoin,US,web,2019,3
Vermont,55,Bitcoin,US,web,2019,4
Vermont,51,Bitcoin,US,web,2019,5
Vermont,47,Bitcoin,US,web,2019,6
Vermont,66,Bitcoin,US,web,2019,7
Vermont,61,Bitcoin,US,web,2019,8
Vermont,48,Bitcoin,US,web,2019,9
Vermont,63,Bitcoin,US,web,2019,10
Vermont,56,Bitcoin,US,web,2019,11
Vermont,72,Bitcoin,US,web,2019,12
Vermont,63,Bitcoin,US,web,2020,1
Vermont,62,Bitcoin,US,web,2020,2
Vermont,38,Bitcoin,US,web,2020,3
Vermont,58,Bitcoin,US,web,2020,4
Vermont,63,Bitcoin,US,web,2020,5
Vermont,59,Bitcoin,US,web,2020,6
Vermont,56,Bitcoin,US,web,2020,7
